k_s,alpha_1,T_c1,alpha_2,T_c2,p_T1_x_0,p_T1_y_0,p_T2_x_0,p_T2_y_0,p_T3_x_0,p_T3_y_0,z
0.05,0.5,2,0.9,6,0.5,-0.5,0.2,0.6,0.6,0.0,-0.007857417687773705
t,tStep,p_a_x(t),p_a_y(t),pC_hat_x(t),pC_hat_y(t),u_x(t),u_y(t),v_a_x(t),v_a_y(t),z,d_des(t),d_des_dot(t),delta_traj(t),pT_hat1_x(t),pT_hat1_y(t),P1_11(t),P1_12(t),P1_21(t),P1_22(t),q1_1(t),q1_2(t),xi1_1(t),xi1_2(t),varphi1_x(t),varphi1_y(t),pT_hat2_x(t),pT_hat2_y(t),P2_11(t),P2_12(t),P2_21(t),P2_22(t),q2_1(t),q2_2(t),xi2_1(t),xi2_2(t),varphi2_x(t),varphi2_y(t),pT_hat3_x(t),pT_hat3_y(t),P3_11(t),P3_12(t),P3_21(t),P3_22(t),q3_1(t),q3_2(t),xi3_1(t),xi3_2(t),varphi3_x(t),varphi3_y(t)
-0.20099949836730957,0,1.914304256439209,-0.9367508292198181,0.6,0.0195,0,0,-0.0005865097045898438,0.0002932548522949219,-0.00783764198422432,1.0,0.7223866448416307,0.770406212574255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.955478424874348,0.2950609760704303,0.5,0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7446151225692005,0.6674940593303094,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8143302546756651,0.5804017886945786
1.1843008995056152,1,1.9142916202545166,-0.9367350935935974,0.6,0.0195,0,0,-0.0002288818359375,0.0006151199340820312,-0.007822663523256779,1.0,0.0,0.7703870199820761,1.0,0.0,0.12051853425214067,0.3902680076809406,0.3902680076809406,1.263781697681453,-0.13487473671439998,-0.4367568450002563,0.0,0.0,-0.9554806787067456,0.29505367752003536,0.5,0.0585,0.6167726416632915,0.6880334435188996,0.6880334435188996,0.7675275902703023,0.536174594443998,0.598123242865961,0.0,0.0,-0.744616074240997,0.6674929977025423,0.3,0.0,0.4663240090681876,0.6542739124219062,0.6542739124219062,0.9179762228654058,0.2797944054409126,0.3925643474531439,0.0,0.0,-0.8143322253405779,0.5803990237516446
1.2083008289337158,2,1.9142953157424927,-0.9367308616638184,0.6,0.0195,0,0,-0.00035762786865234375,0.000286102294921875,-0.007822410203516483,1.0,0.0,0.7703877924784557,1.0,0.0,0.11976543366273884,0.38782945870758173,0.38782945870758173,1.2558856461602623,-0.13403201252242147,-0.4340280937263403,0.0,0.0,-0.9554817020652442,0.29505036352884556,0.5,0.0585,0.6129189945803806,0.6837345850701442,0.6837345850701442,0.7627320852426205,0.5328245499581625,0.5943861681596008,0.0,0.0,-0.7446177030341523,0.6674911807118826,0.3,0.0,0.4634103295144861,0.6501859631648932,0.6501859631648932,0.9122407503085147,0.2780461977086917,0.390111577898936,0.0,0.0,-0.8143342359562803,0.5803962027352534
1.2233006954193115,3,1.9142823219299316,-0.936717689037323,0.6,0.0195,0,0,-5.7220458984375e-05,-0.00017881393432617188,-0.007810465060174465,1.0,0.0,0.7703697051259217,1.0,0.0,0.11930706448872373,0.38634530227596203,0.38634530227596203,1.2510800867860565,-0.13351911889361917,-0.4323673922550473,0.0,0.0,-0.9554834467016909,0.29504471369447827,0.5,0.0585,0.6105736066600589,0.6811182689696648,0.6811182689696648,0.7598135446147213,0.5307856827138105,0.5921117805627654,0.0,0.0,-0.7446180321988249,0.6674908135130774,0.3,0.0,0.4616369998669332,0.6476979956147116,0.6476979956147116,0.9087501514078467,0.27698219992016,0.3886187973688271,0.0,0.0,-0.8143353814620832,0.5803945955115394
1.2393009662628174,4,1.914283037185669,-0.9367187023162842,0.6,0.0195,0,0,-0.00011444091796875,-0.00034332275390625,-0.0078122252598404884,1.0,0.0,0.7703708586644458,1.0,0.0,0.11883906801250615,0.38483005931049913,0.38483005931049913,1.2461741499253423,-0.13299549564899651,-0.4306720453074216,0.0,0.0,-0.9554832957804057,0.29504520244297067,0.5,0.0585,0.608179198062661,0.6784472767087614,0.6784472767087614,0.7568340198751874,0.528704205637789,0.5897898672668643,0.0,0.0,-0.7446179518646854,0.6674909031296541,0.3,0.0,0.45982658437392043,0.6451580255487336,0.6451580255487336,0.9051866335639275,0.27589595062435235,0.3870948153292402,0.0,0.0,-0.8143352340133491,0.580394802392668
1.2543001174926758,5,1.9142885208129883,-0.9367217421531677,0.6,0.0195,0,0,0.0006580352783203125,-0.0003647804260253906,-0.007814349606633186,1.0,0.0,0.770377111465244,1.0,0.0,0.11839403124385255,0.3833891463601842,0.3833891463601842,1.2415088498696392,-0.13249755755816583,-0.42905985175472755,0.0,0.0,-0.9554830393224718,0.29504603296281057,0.5,0.0585,0.6059022391464385,0.6759072993278618,0.6759072993278618,0.7540006419670532,0.5267248274260047,0.5875818450458039,0.0,0.0,-0.7446183568273854,0.6674904513741636,0.3,0.0,0.4581049748351766,0.6427426445771935,0.6427426445771935,0.9017979062783147,0.27486298490110606,0.38564558674631616,0.0,0.0,-0.8143354883401366,0.5803944455539105
1.2702999114990234,6,1.9142920970916748,-0.936718761920929,0.6,0.0195,0,0,0.00027179718017578125,-0.0006365776062011719,-0.007822945713996887,1.0,0.0,0.7703784701186973,1.0,0.0,0.11793951740244073,0.38191753652046406,0.38191753652046406,1.2367441204841108,-0.1319890095590117,-0.42741329198182343,0.0,0.0,-0.9554838172523521,0.2950435136871745,0.5,0.0585,0.6035767472064566,0.6733131915235521,0.6733131915235521,0.7511068906800948,0.5247032643554225,0.585326772712767,0.0,0.0,-0.7446196923259419,0.667488961556983,0.3,0.0,0.4563466700637997,0.640275787341488,0.640275787341488,0.8983369678227514,0.27380800203827993,0.38416547240489285,0.0,0.0,-0.8143371075172142,0.5803921737243681
1.2863001823425293,7,1.9142916202545166,-0.9367226362228394,0.6,0.0195,0,0,-0.000858306884765625,0.0002932548522949219,-0.007826946675777435,1.0,0.0,0.7703801941029762,1.0,0.0,0.11750708285815004,0.3805174511950039,0.3805174511950039,1.23221109030933,-0.13150518416842694,-0.42584681955716314,0.0,0.0,-0.9554830513240659,0.29504599409660254,0.5,0.0585,0.601364301263013,0.6708452155848498,0.6708452155848498,0.7483538719044669,0.5227799896035124,0.5831813662596498,0.0,0.0,-0.7446187636311418,0.6674899975643305,0.3,0.0,0.45467382351959784,0.6379288648950705,0.6379288648950705,0.8950443496478818,0.2728042941117588,0.38275731893704235,0.0,0.0,-0.8143358734226295,0.5803939052548734
1.3007521629333496,8,1.9142940044403076,-0.9367194771766663,0.6,0.0195,0,0,0.000286102294921875,0.0003790855407714844,-0.007828576490283012,1.0,0.0,0.7703804575694935,1.0,0.0,0.11709740133217998,0.3791909979897837,0.3791909979897837,1.2279163444102836,-0.13104679832880184,-0.4243626732102501,0.0,0.0,-0.9554837932004705,0.2950435915779909,0.5,0.0585,0.5992681834613754,0.6685069845782534,0.6685069845782534,0.7457455622810881,0.520957827439227,0.5811487342843032,0.0,0.0,-0.7446199070309875,0.6674887220419261,0.3,0.0,0.45308894650394704,0.6357053308244693,0.6357053308244693,0.8919247992385163,0.27185336790236836,0.38142319849468165,0.0,0.0,-0.8143372961516205,0.580391909054966
1.3161826133728027,9,1.9142976999282837,-0.9367231130599976,0.6,0.0195,0,0,0.00038623809814453125,8.58306884765625e-05,-0.007825011387467384,1.0,0.0,0.7703855411500737,1.0,0.0,0.11666379053096279,0.3777871036468494,0.3777871036468494,1.2233709796732362,-0.1305616565579433,-0.4227919380131935,0.0,0.0,-0.955483318061401,0.2950451302875133,0.5,0.0585,0.5970497126633861,0.6660322928465425,0.6660322928465425,0.7429850575408128,0.5190293182406027,0.5789974930937959,0.0,0.0,-0.7446198372581452,0.6674887998773116,0.3,0.0,0.45141154339133854,0.6333520208363844,0.6333520208363844,0.8886232268128602,0.27084692603480326,0.38001121250183073,0.0,0.0,-0.814337002708282,0.580392320779739
